processed_at,source,destination,category,confidence,method,legal_domain,authority,title,metadata_path
2026-08-06T20:49:37.069378+00:00,D:\Nova Legal\Indian Legal\raw\01-original.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\01-original.pdf,high_court_orders,0.6476,rules,general_or_mixed,high_court,HIGH COURT OF DELHI:NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_orders\01-original.pdf.metadata.json
2026-08-06T20:49:39.674866+00:00,D:\Nova Legal\Indian Legal\raw\12175.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\12175.pdf,high_court_orders,0.6831,rules,partnership_law,high_court,IN THE HIGH COURT OF DELHI AT NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_orders\12175.pdf.metadata.json
2026-08-06T20:49:42.361051+00:00,D:\Nova Legal\Indian Legal\raw\12782.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\12782.pdf,high_court_orders,0.6831,rules,partnership_law,high_court,IN THE HIGH COURT OF DELHI AT NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_orders\12782.pdf.metadata.json
2026-08-06T20:49:44.694603+00:00,D:\Nova Legal\Indian Legal\raw\16it.pdf,D:\Nova Legal\Indian Legal\Category\supreme_court_orders\16it.pdf,supreme_court_orders,0.712,rules,general_or_mixed,supreme_court,"lIIGII COUR'1- OF DEI,Ill: NEW DEI,III",D:\Nova Legal\Indian Legal\Category\supreme_court_orders\16it.pdf.metadata.json
2026-08-06T20:49:59.665687+00:00,D:\Nova Legal\Indian Legal\raw\2011amendmentinDMCAct1957_290420175B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\2011amendmentinDMCAct1957_290420175B15D.pdf,unclassified,0.49,rules,general_or_mixed,unknown,2011amendmentinDMCAct1957_290420175B15D,D:\Nova Legal\Indian Legal\Category\unclassified\2011amendmentinDMCAct1957_290420175B15D.pdf.metadata.json
2026-08-06T20:50:02.329386+00:00,D:\Nova Legal\Indian Legal\raw\250882_english_01042024_0.pdf,D:\Nova Legal\Indian Legal\Category\bills\250882_english_01042024_0.pdf,bills,0.6831,rules,criminal_law,unknown,"THE BHARATIYASAKSHYAADHINIYAM, 2023",D:\Nova Legal\Indian Legal\Category\bills\250882_english_01042024_0.pdf.metadata.json
2026-08-06T20:50:05.052619+00:00,D:\Nova Legal\Indian Legal\raw\250883_english_01042024.pdf,D:\Nova Legal\Indian Legal\Category\bills\250883_english_01042024.pdf,bills,0.6831,rules,partnership_law,unknown,"THE BHARATIYA NYAYA SANHITA, 2023",D:\Nova Legal\Indian Legal\Category\bills\250883_english_01042024.pdf.metadata.json
2026-08-06T20:50:07.623971+00:00,D:\Nova Legal\Indian Legal\raw\250884_2_english_01042024.pdf,D:\Nova Legal\Indian Legal\Category\supreme_court_orders\250884_2_english_01042024.pdf,supreme_court_orders,0.712,rules,criminal_law,supreme_court,vlk/kkj.k,D:\Nova Legal\Indian Legal\Category\supreme_court_orders\250884_2_english_01042024.pdf.metadata.json
2026-08-06T20:50:10.460962+00:00,D:\Nova Legal\Indian Legal\raw\32.d3.pdf,D:\Nova Legal\Indian Legal\Category\supreme_court_judgments\32.d3.pdf,supreme_court_judgments,0.712,rules,labour_and_employment_law,supreme_court,HIGH COURT OF DELHI: NEW DELHI,D:\Nova Legal\Indian Legal\Category\supreme_court_judgments\32.d3.pdf.metadata.json
2026-08-06T20:50:14.497160+00:00,D:\Nova Legal\Indian Legal\raw\33.dhc.pdf,D:\Nova Legal\Indian Legal\Category\high_court_judgments\33.dhc.pdf,high_court_judgments,0.932,rules,family_law,high_court,HIGH COURT OF DELHI: NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_judgments\33.dhc.pdf.metadata.json
2026-08-06T20:50:16.830124+00:00,D:\Nova Legal\Indian Legal\raw\33673_2026_1_12_72183_order_24-jul-2026.pdf,D:\Nova Legal\Indian Legal\Category\supreme_court_orders\33673_2026_1_12_72183_order_24-jul-2026.pdf,supreme_court_orders,0.712,rules,information_technology_law,supreme_court,ITEM NO.12 COURT NO.1 SECTION PIL-W,D:\Nova Legal\Indian Legal\Category\supreme_court_orders\33673_2026_1_12_72183_order_24-jul-2026.pdf.metadata.json
2026-08-06T20:50:21.682920+00:00,D:\Nova Legal\Indian Legal\raw\34.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\34.pdf,high_court_orders,0.6476,rules,labour_and_employment_law,high_court,HIGH COURT OF DELHI: NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_orders\34.pdf.metadata.json
2026-08-06T20:50:25.173667+00:00,D:\Nova Legal\Indian Legal\raw\59605082026CRLMM29002021_181558.pdf,D:\Nova Legal\Indian Legal\Category\rules\59605082026CRLMM29002021_181558.pdf,rules,0.712,rules,criminal_law,rules,IN THE HIGH COURT OF DELHI AT NEW DELHI,D:\Nova Legal\Indian Legal\Category\rules\59605082026CRLMM29002021_181558.pdf.metadata.json
2026-08-06T20:50:27.693118+00:00,D:\Nova Legal\Indian Legal\raw\60804082026BA17122026_174305.pdf,D:\Nova Legal\Indian Legal\Category\high_court_judgments\60804082026BA17122026_174305.pdf,high_court_judgments,0.932,rules,criminal_law,high_court,BAIL APPLN. 1712/2026,D:\Nova Legal\Indian Legal\Category\high_court_judgments\60804082026BA17122026_174305.pdf.metadata.json
2026-08-06T20:50:30.094010+00:00,D:\Nova Legal\Indian Legal\raw\60804082026BA31102026_174347.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\60804082026BA31102026_174347.pdf,high_court_orders,0.932,rules,criminal_law,high_court,BAIL APPLN. 3110/2026,D:\Nova Legal\Indian Legal\Category\high_court_orders\60804082026BA31102026_174347.pdf.metadata.json
2026-08-06T20:50:32.538820+00:00,D:\Nova Legal\Indian Legal\raw\60805082026BA31232026_174505.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\60805082026BA31232026_174505.pdf,high_court_orders,0.932,rules,criminal_law,high_court,BAIL APPLN. 3123/2026,D:\Nova Legal\Indian Legal\Category\high_court_orders\60805082026BA31232026_174505.pdf.metadata.json
2026-08-06T20:50:34.918686+00:00,D:\Nova Legal\Indian Legal\raw\60805082026CRLMM10872026_174424.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\60805082026CRLMM10872026_174424.pdf,high_court_orders,0.932,rules,family_law,high_court,CRL.M.C. 1087/2026,D:\Nova Legal\Indian Legal\Category\high_court_orders\60805082026CRLMM10872026_174424.pdf.metadata.json
2026-08-06T20:50:37.372672+00:00,D:\Nova Legal\Indian Legal\raw\60805082026CRLMM19792026_174148.pdf,D:\Nova Legal\Indian Legal\Category\high_court_judgments\60805082026CRLMM19792026_174148.pdf,high_court_judgments,0.932,rules,general_or_mixed,high_court,CRL.M.C.1979/2026,D:\Nova Legal\Indian Legal\Category\high_court_judgments\60805082026CRLMM19792026_174148.pdf.metadata.json
2026-08-06T20:50:39.773813+00:00,D:\Nova Legal\Indian Legal\raw\60805082026CRLRMAT5112025_174251.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\60805082026CRLRMAT5112025_174251.pdf,high_court_orders,0.932,rules,family_law,high_court,CRL.REV.P.(MAT.) 511/2025,D:\Nova Legal\Indian Legal\Category\high_court_orders\60805082026CRLRMAT5112025_174251.pdf.metadata.json
2026-08-06T20:50:42.139026+00:00,D:\Nova Legal\Indian Legal\raw\62exam.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\62exam.pdf,high_court_orders,0.6973,rules,general_or_mixed,high_court,HIGH COURT OF DELHI : NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_orders\62exam.pdf.metadata.json
2026-08-06T20:50:44.308704+00:00,D:\Nova Legal\Indian Legal\raw\66-exams-nj.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\66-exams-nj.pdf,high_court_orders,0.6973,rules,general_or_mixed,high_court,HIGH COURT OF DELHI : NEW DELHI,D:\Nova Legal\Indian Legal\Category\high_court_orders\66-exams-nj.pdf.metadata.json
2026-08-06T20:50:48.859011+00:00,D:\Nova Legal\Indian Legal\raw\67905082026CMM18452023_190800.pdf,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\67905082026CMM18452023_190800.pdf,constitution_and_constitutional_documents,0.776,rules,partnership_law,constitution,CM(M) 1845/2023 Page 1 of 7,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\67905082026CMM18452023_190800.pdf.metadata.json
2026-08-06T20:50:51.384051+00:00,D:\Nova Legal\Indian Legal\raw\68-it_cell.pdf,D:\Nova Legal\Indian Legal\Category\supreme_court_judgments\68-it_cell.pdf,supreme_court_judgments,0.712,rules,general_or_mixed,supreme_court,llIG ll COURT OF DELI II : NEW DELlll,D:\Nova Legal\Indian Legal\Category\supreme_court_judgments\68-it_cell.pdf.metadata.json
2026-08-06T20:50:54.508674+00:00,D:\Nova Legal\Indian Legal\raw\74905082026FAOC822026_132213.pdf,D:\Nova Legal\Indian Legal\Category\arbitral_awards\74905082026FAOC822026_132213.pdf,arbitral_awards,0.6476,rules,arbitration_and_mediation,unknown,FAO (COMM) 82/2026,D:\Nova Legal\Indian Legal\Category\arbitral_awards\74905082026FAOC822026_132213.pdf.metadata.json
2026-08-06T20:50:56.748883+00:00,D:\Nova Legal\Indian Legal\raw\75504082026CRLA3482026_213422.pdf,D:\Nova Legal\Indian Legal\Category\high_court_judgments\75504082026CRLA3482026_213422.pdf,high_court_judgments,0.8253,rules,criminal_law,high_court,Crl.A.No.348/2026,D:\Nova Legal\Indian Legal\Category\high_court_judgments\75504082026CRLA3482026_213422.pdf.metadata.json
2026-08-06T20:50:59.268922+00:00,D:\Nova Legal\Indian Legal\raw\76005082026CRLA8442017_144004.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\76005082026CRLA8442017_144004.pdf,unclassified,0.4265,rules,criminal_law,unknown,CRL.A. 844/2017,D:\Nova Legal\Indian Legal\Category\unclassified\76005082026CRLA8442017_144004.pdf.metadata.json
2026-08-06T20:51:01.908779+00:00,D:\Nova Legal\Indian Legal\raw\A2013-18.pdf,D:\Nova Legal\Indian Legal\Category\tribunal_decisions\A2013-18.pdf,tribunal_decisions,0.6831,rules,company_law,tribunal,"THE COMPANIES ACT, 2013",D:\Nova Legal\Indian Legal\Category\tribunal_decisions\A2013-18.pdf.metadata.json
2026-08-06T20:51:04.410003+00:00,D:\Nova Legal\Indian Legal\raw\ACT_CTCR_300820195B15D.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\ACT_CTCR_300820195B15D.pdf,high_court_orders,0.6298,rules,criminal_law,high_court,"Tf7T, -tzl° ""to (;t-t°-0)04/0007/2003-19",D:\Nova Legal\Indian Legal\Category\high_court_orders\ACT_CTCR_300820195B15D.pdf.metadata.json
2026-08-06T20:51:06.833945+00:00,D:\Nova Legal\Indian Legal\raw\ACT_CTCR_UnlawfulActivitiest_300820195B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\ACT_CTCR_UnlawfulActivitiest_300820195B15D.pdf,central_acts,0.6345,rules,general_or_mixed,central_act,9.c-1°—(70)4/0007/2003-19,D:\Nova Legal\Indian Legal\Category\central_acts\ACT_CTCR_UnlawfulActivitiest_300820195B15D.pdf.metadata.json
2026-08-06T20:51:09.222078+00:00,D:\Nova Legal\Indian Legal\raw\ActAndRule_TheSpecialProtectingGroup_171220195B15D.PDF,D:\Nova Legal\Indian Legal\Category\notifications\ActAndRule_TheSpecialProtectingGroup_171220195B15D.PDF,notifications,0.7091,rules,partnership_law,notification,"ts-717,t #0 to Q.-10-33004/99",D:\Nova Legal\Indian Legal\Category\notifications\ActAndRule_TheSpecialProtectingGroup_171220195B15D.PDF.metadata.json
2026-08-06T20:51:11.728693+00:00,D:\Nova Legal\Indian Legal\raw\ActAndRuleThe2520ArmsAct_171220195B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\ActAndRuleThe2520ArmsAct_171220195B15D.pdf,amendment_acts,0.68,rules,general_or_mixed,central_act,"THE ARMS (AMENDMENT) ACT, 2019",D:\Nova Legal\Indian Legal\Category\amendment_acts\ActAndRuleThe2520ArmsAct_171220195B15D.pdf.metadata.json
2026-08-06T20:51:13.936420+00:00,D:\Nova Legal\Indian Legal\raw\admit_card_dhjs_2026.pdf,D:\Nova Legal\Indian Legal\Category\recruitment_and_examinations\admit_card_dhjs_2026.pdf,recruitment_and_examinations,0.7688,rules,general_or_mixed,administrative,Download Admit Card For Delhi Higher Judicial Service,D:\Nova Legal\Indian Legal\Category\recruitment_and_examinations\admit_card_dhjs_2026.pdf.metadata.json
2026-08-06T20:51:16.231506+00:00,D:\Nova Legal\Indian Legal\raw\adv-eng_dhjs-2026.pdf,D:\Nova Legal\Indian Legal\Category\rules\adv-eng_dhjs-2026.pdf,rules,0.712,rules,service_law,rules,Page 1 of 3,D:\Nova Legal\Indian Legal\Category\rules\adv-eng_dhjs-2026.pdf.metadata.json
2026-08-06T20:51:20.758676+00:00,D:\Nova Legal\Indian Legal\raw\advertisement_for_senior_faculty_member.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\advertisement_for_senior_faculty_member.pdf,unclassified,0.0,rules,general_or_mixed,unknown,"BIHAR JUDICIAL ACADEMY, PATNA",D:\Nova Legal\Indian Legal\Category\unclassified\advertisement_for_senior_faculty_member.pdf.metadata.json
2026-08-06T20:51:50.278141+00:00,D:\Nova Legal\Indian Legal\raw\AmendmenttotheEnemyPropertyAct_110120165B15D.PDF,D:\Nova Legal\Indian Legal\Category\ordinances\AmendmenttotheEnemyPropertyAct_110120165B15D.PDF,ordinances,0.6476,rules,partnership_law,central_act,"are de Se UeIe—{TA)04/0007/2003—16 REGISTERED NO, DL—(N)04/0007/2003—16",D:\Nova Legal\Indian Legal\Category\ordinances\AmendmenttotheEnemyPropertyAct_110120165B15D.PDF.metadata.json
2026-08-06T20:51:52.786048+00:00,D:\Nova Legal\Indian Legal\raw\answer_key_dhjs.pdf,D:\Nova Legal\Indian Legal\Category\recruitment_and_examinations\answer_key_dhjs.pdf,recruitment_and_examinations,0.8912,rules,general_or_mixed,administrative,Apply online for filing objections to the Model Answer Keys in relation,D:\Nova Legal\Indian Legal\Category\recruitment_and_examinations\answer_key_dhjs.pdf.metadata.json
2026-08-06T20:51:59.609370+00:00,D:\Nova Legal\Indian Legal\raw\apply_link_for_dhjs_2026.pdf,D:\Nova Legal\Indian Legal\Category\recruitment_and_examinations\apply_link_for_dhjs_2026.pdf,recruitment_and_examinations,0.7688,rules,general_or_mixed,administrative,Apply Online for Delhi Higher Judicial Service Examination-2026,D:\Nova Legal\Indian Legal\Category\recruitment_and_examinations\apply_link_for_dhjs_2026.pdf.metadata.json
2026-08-06T20:52:06.263265+00:00,D:\Nova Legal\Indian Legal\raw\APRegACT2014_015B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\APRegACT2014_015B15D.pdf,amendment_acts,0.712,rules,general_or_mixed,central_act,aaegt de Ste wer—(a7)04/0007/2003—14,D:\Nova Legal\Indian Legal\Category\amendment_acts\APRegACT2014_015B15D.pdf.metadata.json
2026-08-06T20:52:11.471140+00:00,D:\Nova Legal\Indian Legal\raw\APRegACT2014_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\APRegACT2014_05B15D.pdf,central_acts,0.712,rules,tax_law,central_act,"THE ANDHRA PRADESH REORGANISATION ACT, 2014",D:\Nova Legal\Indian Legal\Category\central_acts\APRegACT2014_05B15D.pdf.metadata.json
2026-08-06T20:52:16.357790+00:00,D:\Nova Legal\Indian Legal\raw\AR-Rules252020105B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\AR-Rules252020105B15D.pdf,rules,0.8208,rules,labour_and_employment_law,rules,"[TO BE PUBLISHED IN THE GAZETTE OF INDIA, EXTRAORDINARY, PART -II,",D:\Nova Legal\Indian Legal\Category\rules\AR-Rules252020105B15D.pdf.metadata.json
2026-08-06T20:52:18.748089+00:00,D:\Nova Legal\Indian Legal\raw\armed_forces_special_powers_act19585B15D.pdf,D:\Nova Legal\Indian Legal\Category\repealing_and_amending_acts\armed_forces_special_powers_act19585B15D.pdf,repealing_and_amending_acts,0.712,rules,family_law,central_act,"THE ARMED FORCES (SPECIAL POWERS) ACT, 1958",D:\Nova Legal\Indian Legal\Category\repealing_and_amending_acts\armed_forces_special_powers_act19585B15D.pdf.metadata.json
2026-08-06T20:52:21.425017+00:00,D:\Nova Legal\Indian Legal\raw\arms2520act-19595B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\arms2520act-19595B15D.pdf,notifications,0.7091,rules,criminal_law,notification,"THE ARMS ACT, 1959",D:\Nova Legal\Indian Legal\Category\notifications\arms2520act-19595B15D.pdf.metadata.json
2026-08-06T20:52:55.907409+00:00,D:\Nova Legal\Indian Legal\raw\AssamRifesAct20065B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\AssamRifesAct20065B15D.pdf,unclassified,0.476,rules,family_law,unknown,Haga a dh Ger (1) 04/0007/2006—08 HEGISTERED NO. DL—(N}OMONO7/2000—08,D:\Nova Legal\Indian Legal\Category\unclassified\AssamRifesAct20065B15D.pdf.metadata.json
2026-08-06T20:52:58.317623+00:00,D:\Nova Legal\Indian Legal\raw\AssitantCustodian28E29_1311145B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\AssitantCustodian28E29_1311145B15D.pdf,notifications,0.8604,rules,service_law,notification,NOTIFICATION,D:\Nova Legal\Indian Legal\Category\notifications\AssitantCustodian28E29_1311145B15D.pdf.metadata.json
2026-08-06T20:53:43.726981+00:00,D:\Nova Legal\Indian Legal\raw\AuthenticationOrder20025B15D.pdf,D:\Nova Legal\Indian Legal\Category\gazette_publications\AuthenticationOrder20025B15D.pdf,gazette_publications,0.728,rules,labour_and_employment_law,unknown,Therest Ge Se Wer-33004/99 REGD. NO. D. L.-33004/99,D:\Nova Legal\Indian Legal\Category\gazette_publications\AuthenticationOrder20025B15D.pdf.metadata.json
2026-08-06T20:53:46.424010+00:00,D:\Nova Legal\Indian Legal\raw\Ayodhya_Act19935B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\Ayodhya_Act19935B15D.pdf,central_acts,0.712,rules,tax_law,central_act,REGISTERED NO.DL-33004/93,D:\Nova Legal\Indian Legal\Category\central_acts\Ayodhya_Act19935B15D.pdf.metadata.json
2026-08-06T20:53:48.752265+00:00,D:\Nova Legal\Indian Legal\raw\bank_account_details_dhc.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\bank_account_details_dhc.pdf,unclassified,0.5376,rules,general_or_mixed,unknown,HEADING:,D:\Nova Legal\Indian Legal\Category\unclassified\bank_account_details_dhc.pdf.metadata.json
2026-08-06T20:53:51.388435+00:00,D:\Nova Legal\Indian Legal\raw\bcbc61df3b552a46b7155303bedf6a75830021414aa81943d4d469ea40fe56e61785957183.pdf,D:\Nova Legal\Indian Legal\Category\high_court_judgments\bcbc61df3b552a46b7155303bedf6a75830021414aa81943d4d469ea40fe56e61785957183.pdf,high_court_judgments,0.6476,rules,partnership_law,high_court,2026:JHHC:22928,D:\Nova Legal\Indian Legal\Category\high_court_judgments\bcbc61df3b552a46b7155303bedf6a75830021414aa81943d4d469ea40fe56e61785957183.pdf.metadata.json
2026-08-06T20:54:20.662923+00:00,D:\Nova Legal\Indian Legal\raw\BiharReorAct2000_1309135B15D.PDF,D:\Nova Legal\Indian Legal\Category\unclassified\BiharReorAct2000_1309135B15D.PDF,unclassified,0.612,rules,tax_law,unknown,trey a. StTe.-33004 / 2000 REGISTERED NO. DL-33004/2000,D:\Nova Legal\Indian Legal\Category\unclassified\BiharReorAct2000_1309135B15D.PDF.metadata.json
2026-08-06T20:54:26.056602+00:00,D:\Nova Legal\Indian Legal\raw\BM-GSR-556E_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\gazette_publications\BM-GSR-556E_05B15D.pdf,gazette_publications,0.66,rules,general_or_mixed,unknown,REGD. NO.D. [.-33004<99,D:\Nova Legal\Indian Legal\Category\gazette_publications\BM-GSR-556E_05B15D.pdf.metadata.json
2026-08-06T20:54:28.511617+00:00,D:\Nova Legal\Indian Legal\raw\bsfAct26Rules5B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\bsfAct26Rules5B15D.pdf,central_acts,0.6345,rules,labour_and_employment_law,central_act,BSF ACT AND RULES,D:\Nova Legal\Indian Legal\Category\central_acts\bsfAct26Rules5B15D.pdf.metadata.json
2026-08-06T20:54:33.106534+00:00,D:\Nova Legal\Indian Legal\raw\ccp19735B15D.pdf,D:\Nova Legal\Indian Legal\Category\supreme_court_orders\ccp19735B15D.pdf,supreme_court_orders,0.776,rules,criminal_law,supreme_court,"THE CODE OF CRIMINAL PROCEDURE, 1973",D:\Nova Legal\Indian Legal\Category\supreme_court_orders\ccp19735B15D.pdf.metadata.json
2026-08-06T20:54:37.221471+00:00,D:\Nova Legal\Indian Legal\raw\CDAct1968_290520205B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\CDAct1968_290520205B15D.pdf,central_acts,0.6939,rules,partnership_law,central_act,"THE CIVIL DEFENCE ACT, 1968",D:\Nova Legal\Indian Legal\Category\central_acts\CDAct1968_290520205B15D.pdf.metadata.json
2026-08-06T20:54:39.478643+00:00,D:\Nova Legal\Indian Legal\raw\CDRegulation1968_290520205B15D.pdf,D:\Nova Legal\Indian Legal\Category\regulations\CDRegulation1968_290520205B15D.pdf,regulations,0.7184,rules,partnership_law,regulations,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\regulations\CDRegulation1968_290520205B15D.pdf.metadata.json
2026-08-06T20:54:42.330330+00:00,D:\Nova Legal\Indian Legal\raw\CDRules1968_290520205B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\CDRules1968_290520205B15D.pdf,rules,0.7184,rules,family_law,rules,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\rules\CDRules1968_290520205B15D.pdf.metadata.json
2026-08-06T20:54:45.174550+00:00,D:\Nova Legal\Indian Legal\raw\census_act_19485B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\census_act_19485B15D.pdf,central_acts,0.6345,rules,criminal_law,central_act,"THE CENSUS ACT, 1948",D:\Nova Legal\Indian Legal\Category\central_acts\census_act_19485B15D.pdf.metadata.json
2026-08-06T20:54:47.557153+00:00,D:\Nova Legal\Indian Legal\raw\census_rules_1990_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\census_rules_1990_05B15D.pdf,notifications,0.7673,rules,municipal_law,notification,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\notifications\census_rules_1990_05B15D.pdf.metadata.json
2026-08-06T20:54:51.416257+00:00,D:\Nova Legal\Indian Legal\raw\Certificate-of-MHA.pdf,D:\Nova Legal\Indian Legal\Category\government_guidelines\Certificate-of-MHA.pdf,government_guidelines,0.864,rules,general_or_mixed,government_guideline,STQC Website Quality Certification Services,D:\Nova Legal\Indian Legal\Category\government_guidelines\Certificate-of-MHA.pdf.metadata.json
2026-08-06T20:55:01.258164+00:00,D:\Nova Legal\Indian Legal\raw\Chif_gurudwara_rules_2010145B15D.PDF,D:\Nova Legal\Indian Legal\Category\notifications\Chif_gurudwara_rules_2010145B15D.PDF,notifications,0.8255,rules,general_or_mixed,notification,THT Po So WeHo-33004/99 REGD. NO. D. L.-33004/99,D:\Nova Legal\Indian Legal\Category\notifications\Chif_gurudwara_rules_2010145B15D.PDF.metadata.json
2026-08-06T20:55:03.536371+00:00,D:\Nova Legal\Indian Legal\raw\CIAct19525B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\CIAct19525B15D.pdf,central_acts,0.776,rules,criminal_law,central_act,"THE COMMISSIONS OF INQUIRY ACT, 1952",D:\Nova Legal\Indian Legal\Category\central_acts\CIAct19525B15D.pdf.metadata.json
2026-08-06T20:55:05.971220+00:00,D:\Nova Legal\Indian Legal\raw\cisfact19685B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\cisfact19685B15D.pdf,central_acts,0.68,rules,labour_and_employment_law,central_act,THE CENTRAL INDUSTRIAL SECURITY FORCE,D:\Nova Legal\Indian Legal\Category\central_acts\cisfact19685B15D.pdf.metadata.json
2026-08-06T20:55:08.348317+00:00,D:\Nova Legal\Indian Legal\raw\cisfrules20015B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\cisfrules20015B15D.pdf,rules,0.7952,rules,partnership_law,rules,C H A P T E R - I,D:\Nova Legal\Indian Legal\Category\rules\cisfrules20015B15D.pdf.metadata.json
2026-08-06T20:55:10.570991+00:00,D:\Nova Legal\Indian Legal\raw\citizenship_rules2003_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\citizenship_rules2003_05B15D.pdf,notifications,0.7091,rules,constitutional_law,notification,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\notifications\citizenship_rules2003_05B15D.pdf.metadata.json
2026-08-06T20:55:12.981976+00:00,D:\Nova Legal\Indian Legal\raw\CitizenshipAct1955_02012025_0.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\CitizenshipAct1955_02012025_0.pdf,central_acts,0.6939,rules,constitutional_law,central_act,"THE CITIZENSHIP ACT, 1955",D:\Nova Legal\Indian Legal\Category\central_acts\CitizenshipAct1955_02012025_0.pdf.metadata.json
2026-08-06T20:55:15.163959+00:00,D:\Nova Legal\Indian Legal\raw\combinbed_pro_05.08.2026.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\combinbed_pro_05.08.2026.pdf,unclassified,0.5376,rules,general_or_mixed,unknown,05.08.2026,D:\Nova Legal\Indian Legal\Category\unclassified\combinbed_pro_05.08.2026.pdf.metadata.json
2026-08-06T20:55:17.472932+00:00,D:\Nova Legal\Indian Legal\raw\combined_pro_31.07.2026.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\combined_pro_31.07.2026.pdf,unclassified,0.5376,rules,arbitration_and_mediation,unknown,31.07.2026,D:\Nova Legal\Indian Legal\Category\unclassified\combined_pro_31.07.2026.pdf.metadata.json
2026-08-06T20:55:19.842988+00:00,D:\Nova Legal\Indian Legal\raw\Compoundingnotification06062018_15B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\Compoundingnotification06062018_15B15D.pdf,notifications,0.8578,rules,family_law,notification,3166 GI/2018,D:\Nova Legal\Indian Legal\Category\notifications\Compoundingnotification06062018_15B15D.pdf.metadata.json
2026-08-06T20:55:22.129781+00:00,D:\Nova Legal\Indian Legal\raw\CriminalLawAmendmendAct2C20055B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\CriminalLawAmendmendAct2C20055B15D.pdf,central_acts,0.68,rules,criminal_law,central_act,"THE CRIMINAL LAW (AMENDMENT) ACT, 2005",D:\Nova Legal\Indian Legal\Category\central_acts\CriminalLawAmendmendAct2C20055B15D.pdf.metadata.json
